26	0,42789	1,42776	2,42780	3,42738	4,42739	5,42594	6,42744	7,42745	8,42746	9,42752	10,42753	11,42755	12,42750	13,42757	14,42758	15,42761	16,42762	17,42765	18,42766	19,42767	20,42768	21,42770	22,42591	23,42807	24,42773	25,42774	
15	8ª SÉRIE A	8ª SÉRIE B	8ª SÉRIE C	8ª SÉRIE D	8ª SÉRIE E	1ª SÉRIE A	1ª SÉRIE B	1ª SÉRIE C	1ª SÉRIE D	1ª SÉRIE E	2ª SÉRIE A	2ª SÉRIE B	2ª SÉRIE C	3ª SÉRIE A	3ª SÉRIE B	
5	6
i	2	2	24
i	2	3	1
i	2	3	4
i	2	3	5
i	2	3	11
i	2	3	16
i	2	3	21
i	2	3	24
i	2	4	1
i	2	4	3
i	2	4	4
i	2	4	5
i	2	4	6
i	2	4	10
i	2	4	11
i	2	4	13
i	2	4	16
i	2	4	21
i	2	4	24
i	2	5	1
i	2	5	3
i	2	5	4
i	2	5	5
i	2	5	6
i	2	5	10
i	2	5	11
i	2	5	13
i	2	5	16
i	2	5	21
i	2	5	24
i	3	0	3
i	3	0	5
i	3	0	8
i	3	0	11
i	3	0	16
i	3	0	19
i	3	0	20
i	3	0	25
i	3	1	3
i	3	1	5
i	3	1	8
i	3	1	11
i	3	1	16
i	3	1	19
i	3	1	20
i	3	1	25
i	3	2	1
i	3	2	3
i	3	2	5
i	3	2	8
i	3	2	11
i	3	2	16
i	3	2	19
i	3	3	1
i	3	3	3
i	3	3	5
i	3	3	8
i	3	3	9
i	3	3	11
i	3	3	16
i	3	4	1
i	3	4	3
i	3	4	5
i	3	4	6
i	3	4	8
i	3	4	9
i	3	4	11
i	3	4	16
i	3	5	1
i	3	5	3
i	3	5	5
i	3	5	6
i	3	5	8
i	3	5	9
i	3	5	11
i	3	5	12
i	3	5	16
i	3	5	23
i	3	5	24
i	4	0	0
i	4	0	1
i	4	0	4
i	4	0	11
i	4	0	13
i	4	0	14
i	4	0	16
i	4	0	20
i	4	0	22
i	4	0	24
i	4	1	0
i	4	1	1
i	4	1	4
i	4	1	11
i	4	1	13
i	4	1	14
i	4	1	16
i	4	1	20
i	4	1	22
i	4	1	24
i	4	2	0
i	4	2	1
i	4	2	4
i	4	2	11
i	4	2	13
i	4	2	14
i	4	2	16
i	4	2	22
i	4	2	24
i	4	3	1
i	4	3	4
i	4	3	9
i	4	3	11
i	4	3	13
i	4	3	14
i	4	3	16
i	4	3	22
i	4	4	1
i	4	4	4
i	4	4	6
i	4	4	9
i	4	4	11
i	4	4	13
i	4	4	14
i	4	4	16
i	4	4	21
i	4	4	22
i	4	5	1
i	4	5	3
i	4	5	4
i	4	5	6
i	4	5	9
i	4	5	11
i	4	5	13
i	4	5	14
i	4	5	16
i	4	5	21
i	4	5	22
a	0	5	2
a	0	6	2
a	0	7	2
a	0	8	2
a	0	9	2
a	0	10	2
a	0	11	2
a	0	12	2
a	0	13	2
a	0	14	2
a	1	0	6
a	2	3	6
a	2	5	5
a	2	6	5
a	2	7	5
a	2	8	5
a	3	5	2
a	3	6	2
a	3	10	2
a	3	11	2
a	3	12	2
a	3	13	2
a	3	14	2
a	4	7	2
a	4	8	2
a	4	9	2
a	5	0	2
a	5	1	2
a	5	2	2
a	5	3	2
a	5	4	2
a	6	0	4
a	6	1	4
a	6	2	4
a	6	3	4
a	6	4	4
a	7	0	2
a	7	1	2
a	7	2	2
a	7	3	2
a	7	4	2
a	7	5	2
a	7	6	2
a	7	7	2
a	7	8	2
a	7	9	2
a	7	10	2
a	7	11	2
a	7	12	2
a	7	13	2
a	7	14	2
a	8	5	2
a	8	6	2
a	8	7	2
a	8	8	2
a	8	9	2
a	8	10	2
a	8	11	2
a	8	12	2
a	8	13	2
a	8	14	2
a	9	0	4
a	9	1	4
a	9	2	4
a	9	3	4
a	9	4	4
a	10	5	2
a	10	6	2
a	10	7	2
a	10	8	2
a	10	9	2
a	10	10	2
a	10	11	2
a	10	12	2
a	10	13	2
a	10	14	2
a	11	11	2
a	11	12	2
a	11	13	2
a	11	14	2
a	12	0	6
a	12	10	5
a	12	11	5
a	12	12	5
a	12	13	5
a	13	0	2
a	13	1	2
a	13	2	2
a	13	3	2
a	13	4	2
a	14	5	2
a	14	6	2
a	14	7	2
a	14	8	2
a	14	9	2
a	14	10	2
a	14	13	2
a	14	14	2
a	15	5	5
a	15	6	5
a	15	7	5
a	15	8	5
a	16	8	2
a	16	9	2
a	16	10	2
a	16	11	2
a	16	12	2
a	17	1	6
a	17	2	6
a	17	3	6
a	17	4	6
a	17	5	2
a	17	6	2
a	17	7	2
a	18	9	5
a	18	10	5
a	18	11	5
a	18	12	5
a	18	13	5
a	18	14	5
a	19	1	6
a	19	2	6
a	20	5	2
a	20	6	2
a	20	7	2
a	20	8	2
a	20	9	2
a	20	10	2
a	20	11	2
a	20	12	2
a	20	13	2
a	20	14	2
a	21	2	4
a	21	3	4
a	21	4	4
a	21	13	2
a	21	14	2
a	22	5	2
a	22	6	2
a	22	7	2
a	22	8	2
a	22	9	2
a	22	10	2
a	22	11	2
a	22	12	2
a	22	13	2
a	22	14	2
a	23	0	4
a	23	1	4
a	23	5	2
a	23	6	2
a	23	7	2
a	23	8	2
a	24	4	6
a	24	9	5
a	24	14	5
a	25	9	2
a	25	10	2
a	25	11	2
a	25	12	2
